"subscribed","age","job","marital","education","default","balance","loan","contact","campaign"
FALSE,36,"management","married","secondary","no",644,"no","cellular",2
FALSE,44,"management","married","tertiary","no",22,"no","cellular",2
FALSE,37,"admin.","divorced","tertiary","no",4303,"no","unknown",1
FALSE,30,"admin.","single","secondary","no",239,"no","cellular",3
FALSE,42,"technician","single","secondary","no",275,"no","cellular",8
TRUE,30,"management","married","tertiary","no",1221,"no","telephone",4
FALSE,62,"retired","married","secondary","no",816,"no","cellular",2
FALSE,24,"blue-collar","married","secondary","no",1222,"no","cellular",1
FALSE,31,"technician","married","secondary","no",2363,"no","unknown",1
FALSE,66,"retired","married","tertiary","no",2262,"no","cellular",1
FALSE,47,"admin.","married","secondary","no",2,"no","cellular",1
FALSE,39,"entrepreneur","married","tertiary","no",2,"no","cellular",1
TRUE,35,"technician","married","secondary","no",4508,"no","cellular",1
FALSE,35,"admin.","divorced","secondary","no",-402,"no","cellular",1
FALSE,27,"technician","married","secondary","no",1577,"yes","unknown",2
FALSE,32,"blue-collar","married","secondary","no",34,"no","cellular",2
FALSE,44,"management","married","tertiary","no",795,"no","cellular",24
FALSE,42,"blue-collar","married","secondary","no",117,"no","unknown",1
TRUE,34,"self-employed","single","tertiary","no",5462,"no","cellular",1
FALSE,25,"services","single","secondary","no",402,"yes","cellular",1
FALSE,40,"technician","single","secondary","no",641,"no","cellular",6
FALSE,43,"management","divorced","tertiary","no",36,"no","cellular",1
FALSE,55,"unemployed","married","tertiary","no",383,"no","unknown",3
FALSE,50,"blue-collar","married","secondary","no",283,"no","cellular",3
FALSE,45,"management","divorced","tertiary","no",0,"no","unknown",1
FALSE,35,"blue-collar","divorced","secondary","no",3102,"no","cellular",1
TRUE,32,"blue-collar","married","secondary","no",889,"no","cellular",1
FALSE,59,"housemaid","married","secondary","no",0,"no","telephone",1
FALSE,34,"self-employed","married","secondary","no",-370,"no","unknown",1
FALSE,39,"management","married","tertiary","no",-606,"no","unknown",1
FALSE,40,"management","single","secondary","no",10378,"no","cellular",3
FALSE,36,"blue-collar","single","primary","no",1313,"no","unknown",10
FALSE,40,"management","married","tertiary","no",8969,"no","cellular",1
FALSE,55,"self-employed","married","secondary","no",-196,"no","unknown",2
FALSE,38,"entrepreneur","married","secondary","yes",15,"no","cellular",1
TRUE,61,"admin.","married","secondary","no",4608,"no","cellular",1
FALSE,41,"management","married","tertiary","no",666,"no","unknown",3
FALSE,57,"blue-collar","married","primary","no",452,"no","unknown",4
FALSE,48,"blue-collar","married","secondary","no",149,"no","unknown",1
TRUE,77,"retired","married","tertiary","no",7802,"no","telephone",1
FALSE,35,"services","married","secondary","no",1453,"no","unknown",1
FALSE,54,"blue-collar","married","secondary","no",1480,"no","unknown",1
FALSE,37,"management","single","unknown","no",715,"no","unknown",2
FALSE,56,"management","single","secondary","no",237,"no","telephone",4
FALSE,40,"technician","married","secondary","no",694,"no","cellular",4
FALSE,40,"management","married","tertiary","no",0,"no","cellular",8
FALSE,54,"management","married","tertiary","no",55,"no","cellular",2
FALSE,55,"housemaid","married","primary","no",136,"no","unknown",10
FALSE,55,"services","divorced","secondary","yes",-404,"no","cellular",3
FALSE,52,"blue-collar","married","primary","no",779,"no","unknown",3
FALSE,55,"blue-collar","single","primary","no",1187,"no","unknown",2
FALSE,33,"management","married","tertiary","no",641,"no","cellular",2
FALSE,52,"blue-collar","married","unknown","no",826,"no","unknown",2
FALSE,33,"services","divorced","secondary","no",991,"no","unknown",1
TRUE,53,"admin.","married","secondary","no",1796,"no","telephone",1
TRUE,46,"admin.","married","secondary","no",22,"no","cellular",6
TRUE,44,"technician","single","secondary","no",244,"no","cellular",4
FALSE,48,"management","divorced","tertiary","no",1328,"no","unknown",1
FALSE,50,"housemaid","married","secondary","no",7317,"no","cellular",1
FALSE,34,"technician","single","secondary","no",4943,"yes","cellular",2
FALSE,38,"technician","single","secondary","no",258,"yes","unknown",2
FALSE,42,"management","single","tertiary","no",515,"no","cellular",2
FALSE,32,"management","single","tertiary","no",12607,"no","cellular",5
FALSE,58,"admin.","married","secondary","no",2,"yes","telephone",9
FALSE,31,"management","married","tertiary","no",13,"no","cellular",5
TRUE,19,"student","single","primary","no",103,"no","cellular",2
FALSE,41,"management","married","tertiary","no",3872,"no","cellular",1
FALSE,31,"unemployed","married","secondary","no",296,"no","unknown",3
FALSE,52,"self-employed","single","primary","no",217,"yes","cellular",6
FALSE,42,"self-employed","divorced","tertiary","no",360,"no","unknown",5
FALSE,41,"blue-collar","single","secondary","no",428,"no","cellular",1
TRUE,30,"blue-collar","single","secondary","no",315,"no","cellular",1
FALSE,38,"blue-collar","married","secondary","no",121,"yes","cellular",1
FALSE,32,"management","married","tertiary","no",820,"no","cellular",3
TRUE,52,"technician","married","secondary","no",195,"no","cellular",1
FALSE,48,"management","divorced","tertiary","no",108,"no","unknown",2
FALSE,36,"management","married","tertiary","no",-381,"no","cellular",29
FALSE,45,"unemployed","divorced","primary","no",757,"no","cellular",1
FALSE,34,"technician","married","tertiary","no",691,"yes","unknown",1
TRUE,36,"blue-collar","married","primary","no",1925,"no","cellular",2
FALSE,34,"management","married","tertiary","no",902,"no","cellular",1
FALSE,61,"retired","married","secondary","no",5207,"no","cellular",1
FALSE,54,"services","married","secondary","no",0,"no","unknown",1
FALSE,50,"entrepreneur","married","secondary","no",665,"no","telephone",1
FALSE,43,"admin.","divorced","secondary","no",738,"no","cellular",4
FALSE,47,"blue-collar","married","primary","no",233,"no","cellular",3
FALSE,45,"services","married","secondary","no",-839,"no","unknown",1
FALSE,57,"retired","married","primary","no",5799,"no","unknown",1
FALSE,27,"admin.","married","secondary","no",1033,"no","unknown",1
FALSE,49,"unemployed","divorced","secondary","no",66,"no","cellular",3
FALSE,43,"services","married","primary","no",2567,"no","cellular",1
FALSE,40,"management","married","tertiary","no",1584,"no","telephone",1
FALSE,32,"services","single","secondary","no",182,"no","cellular",1
FALSE,58,"management","married","primary","no",76,"no","telephone",4
FALSE,34,"admin.","single","secondary","no",663,"no","cellular",1
FALSE,46,"technician","divorced","secondary","no",3455,"no","unknown",2
FALSE,29,"blue-collar","married","secondary","no",15,"no","cellular",1
FALSE,52,"blue-collar","married","primary","no",1054,"no","cellular",1
FALSE,45,"management","married","tertiary","no",1529,"no","cellular",1
FALSE,26,"management","single","secondary","no",63,"no","cellular",4
FALSE,40,"technician","married","tertiary","no",0,"no","cellular",1
FALSE,41,"admin.","married","secondary","no",920,"yes","unknown",1
TRUE,47,"admin.","single","secondary","no",3696,"no","cellular",2
FALSE,27,"technician","single","unknown","no",59,"no","cellular",4
FALSE,27,"services","married","secondary","no",0,"no","cellular",13
FALSE,48,"blue-collar","married","secondary","no",157,"no","unknown",1
FALSE,49,"admin.","married","secondary","no",2465,"no","cellular",3
FALSE,35,"blue-collar","married","primary","no",0,"no","cellular",6
FALSE,47,"self-employed","married","secondary","yes",2,"no","cellular",2
FALSE,54,"management","married","tertiary","no",0,"no","cellular",5
FALSE,39,"management","single","tertiary","no",12437,"no","telephone",1
FALSE,28,"student","single","secondary","no",378,"no","cellular",1
FALSE,54,"blue-collar","married","primary","no",211,"no","unknown",2
FALSE,34,"technician","married","secondary","no",-228,"no","cellular",3
FALSE,63,"retired","married","secondary","no",2747,"no","cellular",1
FALSE,42,"self-employed","married","tertiary","no",1932,"no","unknown",32
FALSE,43,"technician","single","secondary","no",11269,"no","unknown",1
FALSE,37,"admin.","married","secondary","no",1314,"no","cellular",2
FALSE,55,"blue-collar","married","primary","no",2275,"no","cellular",9
TRUE,43,"management","single","tertiary","no",1304,"no","cellular",2
TRUE,41,"blue-collar","married","secondary","yes",720,"yes","cellular",1
FALSE,47,"technician","divorced","secondary","no",2914,"no","cellular",13
FALSE,34,"technician","married","secondary","no",1464,"no","unknown",1
FALSE,28,"student","single","secondary","no",11555,"no","cellular",2
FALSE,36,"services","married","secondary","no",-302,"no","cellular",2
FALSE,50,"technician","married","secondary","no",2497,"no","cellular",1
FALSE,35,"blue-collar","married","secondary","no",-339,"no","unknown",2
FALSE,40,"technician","married","secondary","no",56,"yes","cellular",1
FALSE,26,"self-employed","single","tertiary","no",211,"no","cellular",3
FALSE,36,"management","divorced","tertiary","no",3611,"no","unknown",3
FALSE,59,"unemployed","married","primary","no",0,"no","cellular",2
FALSE,28,"student","single","secondary","no",459,"no","cellular",13
FALSE,46,"entrepreneur","married","unknown","no",242,"no","unknown",2
FALSE,50,"self-employed","married","secondary","no",1138,"no","cellular",10
FALSE,53,"management","married","tertiary","no",1319,"no","cellular",1
FALSE,81,"retired","married","secondary","no",1,"no","cellular",5
FALSE,35,"services","divorced","secondary","no",67,"no","cellular",2
FALSE,58,"retired","married","unknown","no",937,"no","cellular",1
FALSE,44,"services","married","secondary","no",0,"yes","cellular",1
FALSE,38,"management","married","tertiary","no",-558,"no","cellular",1
FALSE,49,"blue-collar","married","secondary","no",171,"no","cellular",3
FALSE,33,"technician","single","tertiary","no",696,"yes","cellular",1
FALSE,29,"management","married","tertiary","no",361,"yes","cellular",3
TRUE,28,"technician","single","secondary","no",227,"no","cellular",1
FALSE,31,"admin.","married","secondary","no",236,"yes","telephone",3
FALSE,33,"management","single","tertiary","no",-53,"no","cellular",2
FALSE,52,"technician","married","secondary","no",192,"no","cellular",2
FALSE,43,"management","divorced","tertiary","no",38,"no","cellular",6
FALSE,32,"self-employed","single","secondary","no",518,"no","cellular",7
FALSE,36,"self-employed","married","tertiary","no",16,"yes","cellular",4
FALSE,41,"blue-collar","married","secondary","no",-256,"no","unknown",2
FALSE,43,"blue-collar","married","secondary","no",105,"yes","cellular",2
FALSE,45,"self-employed","married","tertiary","no",334,"no","unknown",2
FALSE,39,"technician","married","secondary","no",1048,"yes","cellular",1
FALSE,41,"services","married","secondary","no",108,"yes","unknown",7
FALSE,31,"technician","married","secondary","no",660,"no","cellular",1
FALSE,37,"unemployed","single","tertiary","yes",0,"no","cellular",1
FALSE,28,"entrepreneur","married","unknown","no",1034,"no","cellular",1
FALSE,47,"housemaid","married","primary","no",201,"no","cellular",2
FALSE,37,"housemaid","married","primary","no",189,"no","cellular",4
FALSE,60,"retired","divorced","unknown","no",-49,"no","cellular",1
FALSE,43,"technician","divorced","secondary","no",1413,"no","telephone",3
FALSE,58,"retired","divorced","tertiary","no",264,"yes","cellular",3
FALSE,52,"entrepreneur","married","tertiary","no",54,"yes","telephone",1
FALSE,50,"blue-collar","married","primary","no",12519,"no","cellular",2
TRUE,32,"services","single","secondary","no",2881,"no","cellular",1
FALSE,42,"blue-collar","married","primary","no",0,"no","cellular",1
FALSE,31,"admin.","married","secondary","no",88,"yes","cellular",2
FALSE,28,"blue-collar","married","secondary","no",1020,"no","unknown",1
FALSE,36,"technician","divorced","tertiary","no",119,"no","cellular",8
FALSE,51,"unemployed","single","tertiary","no",1594,"no","telephone",1
FALSE,46,"technician","married","tertiary","no",342,"yes","cellular",1
FALSE,50,"services","single","secondary","no",72,"no","unknown",2
FALSE,32,"blue-collar","married","secondary","no",14,"no","unknown",1
FALSE,26,"entrepreneur","single","tertiary","no",81,"no","cellular",3
TRUE,41,"self-employed","married","tertiary","no",231,"no","cellular",2
FALSE,39,"technician","married","tertiary","no",1161,"no","cellular",1
FALSE,31,"blue-collar","married","secondary","no",-45,"no","unknown",1
FALSE,28,"management","single","tertiary","no",231,"yes","cellular",2
FALSE,31,"management","single","secondary","no",36,"no","cellular",2
FALSE,30,"technician","married","tertiary","no",1570,"no","cellular",1
TRUE,35,"technician","married","tertiary","no",7050,"no","cellular",3
FALSE,33,"blue-collar","married","primary","no",3704,"no","unknown",2
FALSE,30,"technician","single","tertiary","no",6619,"no","cellular",8
FALSE,32,"blue-collar","single","secondary","no",-84,"no","cellular",1
FALSE,40,"management","single","tertiary","no",1509,"no","cellular",1
FALSE,31,"self-employed","married","tertiary","no",1134,"no","cellular",2
FALSE,36,"technician","married","secondary","no",146,"yes","unknown",2
FALSE,33,"management","single","tertiary","no",9449,"no","cellular",1
FALSE,57,"retired","married","secondary","no",374,"yes","cellular",1
FALSE,45,"technician","married","secondary","no",88,"no","cellular",2
FALSE,59,"management","married","tertiary","no",2764,"no","cellular",1
TRUE,30,"management","single","tertiary","no",2,"yes","cellular",8
FALSE,33,"technician","married","tertiary","no",8023,"no","cellular",1
FALSE,52,"blue-collar","married","secondary","no",289,"no","unknown",13
FALSE,83,"retired","married","secondary","no",0,"no","cellular",10
TRUE,58,"self-employed","divorced","tertiary","no",1382,"no","unknown",1
FALSE,33,"management","divorced","tertiary","yes",280,"yes","cellular",1
FALSE,41,"blue-collar","divorced","primary","no",2195,"no","unknown",5
FALSE,31,"self-employed","married","secondary","no",33,"no","cellular",4
FALSE,35,"blue-collar","divorced","secondary","no",275,"yes","cellular",5
TRUE,27,"management","single","tertiary","no",703,"no","unknown",3
FALSE,57,"admin.","divorced","unknown","no",887,"no","unknown",8
FALSE,56,"unknown","married","unknown","no",0,"no","unknown",2
FALSE,53,"admin.","single","secondary","no",1178,"no","unknown",2
TRUE,39,"management","married","tertiary","no",2763,"no","unknown",2
